group	fill	x	y	subgroup	tooltip	showSelected1
2	#E68613	212	991.5	3	73	73
2	#E68613	213	991.5	3	73	73
2	#E68613	213.5	992	3	73	73
2	#E68613	213	992.5	3	73	73
2	#E68613	212	992.5	3	73	73
2	#E68613	211.5	993	3	73	73
2	#E68613	212.5	994	3	73	73
2	#E68613	212.5	997	3	73	73
2	#E68613	213	997.5	3	73	73
2	#E68613	218.5	992	3	73	73
2	#E68613	218	991.5	3	73	73
2	#E68613	216	993.5	3	73	73
2	#E68613	214.5	992	3	73	73
2	#E68613	214.5	991	3	73	73
2	#E68613	213.5	990	3	73	73
2	#E68613	214.5	989	3	73	73
2	#E68613	214	988.5	3	73	73
2	#E68613	213	988.5	3	73	73
2	#E68613	212	989.5	3	73	73
2	#E68613	210.5	988	3	73	73
2	#E68613	210.5	987	3	73	73
2	#E68613	210	986.5	3	73	73
2	#E68613	209	987.5	3	73	73
2	#E68613	207.5	986	3	73	73
2	#E68613	207.5	984	3	73	73
2	#E68613	207	983.5	3	73	73
2	#E68613	206	984.5	3	73	73
2	#E68613	205.5	984	3	73	73
2	#E68613	205.5	983	3	73	73
2	#E68613	206	982.5	3	73	73
2	#E68613	207	982.5	3	73	73
2	#E68613	207.5	982	3	73	73
2	#E68613	205.5	980	3	73	73
2	#E68613	207	978.5	3	73	73
2	#E68613	207.5	979	3	73	73
2	#E68613	207.5	980	3	73	73
2	#E68613	208.5	981	3	73	73
2	#E68613	208.5	985	3	73	73
2	#E68613	209	985.5	3	73	73
2	#E68613	209.5	985	3	73	73
2	#E68613	209.5	984	3	73	73
2	#E68613	210	983.5	3	73	73
2	#E68613	211	983.5	3	73	73
2	#E68613	211.5	983	3	73	73
2	#E68613	211.5	981	3	73	73
2	#E68613	212	980.5	3	73	73
2	#E68613	213	980.5	3	73	73
2	#E68613	213.5	980	3	73	73
2	#E68613	212.5	979	3	73	73
2	#E68613	213	978.5	3	73	73
2	#E68613	214	978.5	3	73	73
2	#E68613	215	977.5	3	73	73
2	#E68613	216	977.5	3	73	73
2	#E68613	217	978.5	3	73	73
2	#E68613	218.5	977	3	73	73
2	#E68613	218.5	974	3	73	73
2	#E68613	219.5	973	3	73	73
2	#E68613	219.5	972	3	73	73
2	#E68613	217.5	970	3	73	73
2	#E68613	217.5	969	3	73	73
2	#E68613	218	968.5	3	73	73
2	#E68613	219	969.5	3	73	73
2	#E68613	220	969.5	3	73	73
2	#E68613	220.5	970	3	73	73
2	#E68613	220.5	972	3	73	73
2	#E68613	221	972.5	3	73	73
2	#E68613	222	971.5	3	73	73
2	#E68613	224	973.5	3	73	73
2	#E68613	225	972.5	3	73	73
2	#E68613	225.5	973	3	73	73
2	#E68613	225.5	974	3	73	73
2	#E68613	225	974.5	3	73	73
2	#E68613	223	974.5	3	73	73
2	#E68613	222.5	975	3	73	73
2	#E68613	222.5	976	3	73	73
2	#E68613	222	976.5	3	73	73
2	#E68613	221	975.5	3	73	73
2	#E68613	220	975.5	3	73	73
2	#E68613	219.5	976	3	73	73
2	#E68613	219.5	978	3	73	73
2	#E68613	220	978.5	3	73	73
2	#E68613	221	977.5	3	73	73
2	#E68613	222	977.5	3	73	73
2	#E68613	222.5	978	3	73	73
2	#E68613	220.5	980	3	73	73
2	#E68613	220.5	981	3	73	73
2	#E68613	219.5	982	3	73	73
2	#E68613	220	982.5	3	73	73
2	#E68613	221	982.5	3	73	73
2	#E68613	221.5	983	3	73	73
2	#E68613	220.5	984	3	73	73
2	#E68613	222.5	986	3	73	73
2	#E68613	222	986.5	3	73	73
2	#E68613	221	986.5	3	73	73
2	#E68613	220	985.5	3	73	73
2	#E68613	218	987.5	3	73	73
2	#E68613	217	987.5	3	73	73
2	#E68613	216.5	988	3	73	73
2	#E68613	216.5	989	3	73	73
2	#E68613	217	989.5	3	73	73
2	#E68613	218	988.5	3	73	73
2	#E68613	218.5	989	3	73	73
2	#E68613	218.5	990	3	73	73
2	#E68613	219	990.5	3	73	73
2	#E68613	220	990.5	3	73	73
2	#E68613	248.5	962	3	73	73
2	#E68613	248.5	959	3	73	73
2	#E68613	247	957.5	3	73	73
2	#E68613	246	958.5	3	73	73
2	#E68613	244	958.5	3	73	73
2	#E68613	242.5	960	3	73	73
2	#E68613	242.5	961	3	73	73
2	#E68613	242	961.5	3	73	73
2	#E68613	241.5	961	3	73	73
2	#E68613	241.5	958	3	73	73
2	#E68613	241	957.5	3	73	73
2	#E68613	239	957.5	3	73	73
2	#E68613	237.5	956	3	73	73
2	#E68613	239	954.5	3	73	73
2	#E68613	240	954.5	3	73	73
2	#E68613	243	957.5	3	73	73
2	#E68613	245	955.5	3	73	73
2	#E68613	246	955.5	3	73	73
2	#E68613	246.5	955	3	73	73
2	#E68613	245.5	954	3	73	73
2	#E68613	246.5	953	3	73	73
2	#E68613	246	952.5	3	73	73
2	#E68613	245	952.5	3	73	73
2	#E68613	244	953.5	3	73	73
2	#E68613	243.5	953	3	73	73
2	#E68613	243.5	952	3	73	73
2	#E68613	242	950.5	3	73	73
2	#E68613	239	950.5	3	73	73
2	#E68613	238.5	951	3	73	73
2	#E68613	238.5	952	3	73	73
2	#E68613	237	953.5	3	73	73
2	#E68613	236	952.5	3	73	73
2	#E68613	235	953.5	3	73	73
2	#E68613	233.5	952	3	73	73
2	#E68613	234.5	951	3	73	73
2	#E68613	234.5	950	3	73	73
2	#E68613	235	949.5	3	73	73
2	#E68613	235.5	950	3	73	73
2	#E68613	235.5	951	3	73	73
2	#E68613	236	951.5	3	73	73
2	#E68613	238	949.5	3	73	73
2	#E68613	241	949.5	3	73	73
2	#E68613	241.5	949	3	73	73
2	#E68613	241.5	948	3	73	73
2	#E68613	243	946.5	3	73	73
2	#E68613	244	947.5	3	73	73
2	#E68613	246	947.5	3	73	73
2	#E68613	247.5	946	3	73	73
2	#E68613	231	929.5	3	73	73
2	#E68613	229	929.5	3	73	73
2	#E68613	228.5	930	3	73	73
2	#E68613	228.5	931	3	73	73
2	#E68613	228	931.5	3	73	73
2	#E68613	227.5	931	3	73	73
2	#E68613	227.5	930	3	73	73
2	#E68613	227	929.5	3	73	73
2	#E68613	226	929.5	3	73	73
2	#E68613	225	928.5	3	73	73
2	#E68613	224	928.5	3	73	73
2	#E68613	223.5	928	3	73	73
2	#E68613	224	927.5	3	73	73
2	#E68613	225	927.5	3	73	73
2	#E68613	225.5	927	3	73	73
2	#E68613	224.5	926	3	73	73
2	#E68613	224.5	925	3	73	73
2	#E68613	223.5	924	3	73	73
2	#E68613	224.5	923	3	73	73
2	#E68613	223	921.5	3	73	73
2	#E68613	221	921.5	3	73	73
2	#E68613	220	920.5	3	73	73
2	#E68613	219	920.5	3	73	73
2	#E68613	218.5	920	3	73	73
2	#E68613	219.5	919	3	73	73
2	#E68613	219.5	918	3	73	73
2	#E68613	219	917.5	3	73	73
2	#E68613	218	918.5	3	73	73
2	#E68613	217.5	918	3	73	73
2	#E68613	217.5	917	3	73	73
2	#E68613	217	916.5	3	73	73
2	#E68613	216.5	917	3	73	73
2	#E68613	216.5	919	3	73	73
2	#E68613	216	919.5	3	73	73
2	#E68613	215.5	919	3	73	73
2	#E68613	215.5	917	3	73	73
2	#E68613	215	916.5	3	73	73
2	#E68613	214.5	917	3	73	73
2	#E68613	214.5	920	3	73	73
2	#E68613	215	920.5	3	73	73
2	#E68613	217	920.5	3	73	73
2	#E68613	218.5	922	3	73	73
2	#E68613	218	922.5	3	73	73
2	#E68613	217	922.5	3	73	73
2	#E68613	216	923.5	3	73	73
2	#E68613	215.5	923	3	73	73
2	#E68613	215.5	922	3	73	73
2	#E68613	215	921.5	3	73	73
2	#E68613	214.5	922	3	73	73
2	#E68613	214.5	924	3	73	73
2	#E68613	214	924.5	3	73	73
2	#E68613	213	924.5	3	73	73
2	#E68613	212	923.5	3	73	73
2	#E68613	211	924.5	3	73	73
2	#E68613	210.5	924	3	73	73
2	#E68613	210.5	921	3	73	73
2	#E68613	210	920.5	3	73	73
2	#E68613	209	921.5	3	73	73
2	#E68613	208	920.5	3	73	73
2	#E68613	207.5	921	3	73	73
2	#E68613	207.5	922	3	73	73
2	#E68613	206	923.5	3	73	73
2	#E68613	205	922.5	3	73	73
2	#E68613	204	922.5	3	73	73
2	#E68613	203	921.5	3	73	73
2	#E68613	202	922.5	3	73	73
2	#E68613	201	921.5	3	73	73
2	#E68613	200	921.5	3	73	73
2	#E68613	199	920.5	3	73	73
2	#E68613	198	920.5	3	73	73
2	#E68613	197.5	921	3	73	73
2	#E68613	197.5	922	3	73	73
2	#E68613	197	922.5	3	73	73
2	#E68613	196	922.5	3	73	73
2	#E68613	194.5	924	3	73	73
2	#E68613	194.5	926	3	73	73
2	#E68613	193	927.5	3	73	73
2	#E68613	192	926.5	3	73	73
2	#E68613	191.5	927	3	73	73
2	#E68613	191.5	929	3	73	73
2	#E68613	192	929.5	3	73	73
2	#E68613	193	929.5	3	73	73
2	#E68613	194.5	931	3	73	73
2	#E68613	194.5	933	3	73	73
2	#E68613	192	935.5	3	73	73
2	#E68613	191	935.5	3	73	73
2	#E68613	190	936.5	3	73	73
2	#E68613	189	935.5	3	73	73
2	#E68613	188	935.5	3	73	73
2	#E68613	187.5	935	3	73	73
2	#E68613	187.5	933	3	73	73
2	#E68613	188	932.5	3	73	73
2	#E68613	190	934.5	3	73	73
2	#E68613	190.5	934	3	73	73
2	#E68613	190.5	931	3	73	73
2	#E68613	189.5	930	3	73	73
2	#E68613	190.5	929	3	73	73
2	#E68613	189	927.5	3	73	73
2	#E68613	188	927.5	3	73	73
2	#E68613	187.5	928	3	73	73
2	#E68613	187.5	929	3	73	73
2	#E68613	186.5	930	3	73	73
2	#E68613	186.5	935	3	73	73
2	#E68613	186	935.5	3	73	73
2	#E68613	185.5	935	3	73	73
2	#E68613	185.5	932	3	73	73
2	#E68613	185	931.5	3	73	73
2	#E68613	184.5	932	3	73	73
2	#E68613	184.5	933	3	73	73
2	#E68613	183.5	934	3	73	73
2	#E68613	183.5	936	3	73	73
2	#E68613	183	936.5	3	73	73
2	#E68613	182.5	936	3	73	73
2	#E68613	182.5	935	3	73	73
2	#E68613	182	934.5	3	73	73
2	#E68613	181.5	935	3	73	73
2	#E68613	181.5	937	3	73	73
2	#E68613	181	937.5	3	73	73
2	#E68613	180.5	937	3	73	73
2	#E68613	180.5	934	3	73	73
2	#E68613	180	933.5	3	73	73
2	#E68613	178	933.5	3	73	73
2	#E68613	177.5	934	3	73	73
2	#E68613	177.5	935	3	73	73
2	#E68613	178.5	936	3	73	73
2	#E68613	177.5	937	3	73	73
2	#E68613	177.5	938	3	73	73
2	#E68613	176.5	939	3	73	73
2	#E68613	176.5	940	3	73	73
2	#E68613	177.5	941	3	73	73
2	#E68613	177	941.5	3	73	73
2	#E68613	176	941.5	3	73	73
2	#E68613	175.5	942	3	73	73
2	#E68613	176.5	943	3	73	73
2	#E68613	176.5	945	3	73	73
2	#E68613	177	945.5	3	73	73
2	#E68613	178	945.5	3	73	73
2	#E68613	178.5	945	3	73	73
2	#E68613	177.5	944	3	73	73
2	#E68613	177.5	943	3	73	73
2	#E68613	178	942.5	3	73	73
2	#E68613	179.5	944	3	73	73
2	#E68613	179.5	945	3	73	73
2	#E68613	180	945.5	3	73	73
2	#E68613	181	945.5	3	73	73
2	#E68613	181.5	946	3	73	73
2	#E68613	181	946.5	3	73	73
2	#E68613	180	946.5	3	73	73
2	#E68613	179	947.5	3	73	73
2	#E68613	177	947.5	3	73	73
2	#E68613	176.5	948	3	73	73
2	#E68613	177.5	949	3	73	73
2	#E68613	177.5	951	3	73	73
2	#E68613	176.5	952	3	73	73
2	#E68613	179.5	955	3	73	73
2	#E68613	177.5	957	3	73	73
2	#E68613	177.5	958	3	73	73
2	#E68613	176.5	959	3	73	73
2	#E68613	176.5	962	3	73	73
2	#E68613	177.5	963	3	73	73
2	#E68613	177.5	964	3	73	73
2	#E68613	176	965.5	3	73	73
2	#E68613	175	965.5	3	73	73
2	#E68613	174.5	965	3	73	73
2	#E68613	174.5	962	3	73	73
2	#E68613	175.5	961	3	73	73
2	#E68613	175.5	960	3	73	73
2	#E68613	174.5	959	3	73	73
2	#E68613	175.5	958	3	73	73
2	#E68613	175.5	957	3	73	73
2	#E68613	174.5	956	3	73	73
2	#E68613	174.5	955	3	73	73
2	#E68613	173.5	954	3	73	73
2	#E68613	175.5	952	3	73	73
2	#E68613	175.5	948	3	73	73
2	#E68613	174.5	947	3	73	73
2	#E68613	175.5	946	3	73	73
2	#E68613	175.5	944	3	73	73
2	#E68613	175	943.5	3	73	73
2	#E68613	174	943.5	3	73	73
2	#E68613	172	945.5	3	73	73
2	#E68613	171	944.5	3	73	73
2	#E68613	170	944.5	3	73	73
2	#E68613	168.5	946	3	73	73
2	#E68613	168.5	947	3	73	73
2	#E68613	167.5	948	3	73	73
2	#E68613	167.5	953	3	73	73
2	#E68613	168.5	954	3	73	73
2	#E68613	168.5	955	3	73	73
2	#E68613	167.5	956	3	73	73
2	#E68613	167.5	958	3	73	73
2	#E68613	168	958.5	3	73	73
2	#E68613	169	958.5	3	73	73
2	#E68613	169.5	959	3	73	73
2	#E68613	169	959.5	3	73	73
2	#E68613	166	959.5	3	73	73
2	#E68613	184	946.5	4	73	73
2	#E68613	183.5	947	4	73	73
2	#E68613	185.5	949	4	73	73
2	#E68613	184.5	950	4	73	73
2	#E68613	186	951.5	4	73	73
2	#E68613	187	951.5	4	73	73
2	#E68613	188	950.5	4	73	73
2	#E68613	188.5	951	4	73	73
2	#E68613	188.5	952	4	73	73
2	#E68613	189.5	953	4	73	73
2	#E68613	189.5	954	4	73	73
2	#E68613	190	954.5	4	73	73
2	#E68613	190.5	954	4	73	73
2	#E68613	190.5	951	4	73	73
2	#E68613	191	950.5	4	73	73
2	#E68613	192	951.5	4	73	73
2	#E68613	193	951.5	4	73	73
2	#E68613	193.5	952	4	73	73
2	#E68613	193.5	953	4	73	73
2	#E68613	194	953.5	4	73	73
2	#E68613	195	953.5	4	73	73
2	#E68613	196	954.5	4	73	73
2	#E68613	199	951.5	4	73	73
2	#E68613	201	951.5	4	73	73
2	#E68613	201.5	951	4	73	73
2	#E68613	200.5	950	4	73	73
2	#E68613	200.5	949	4	73	73
2	#E68613	200	948.5	4	73	73
2	#E68613	199	949.5	4	73	73
2	#E68613	197	949.5	4	73	73
2	#E68613	196.5	949	4	73	73
2	#E68613	196.5	948	4	73	73
2	#E68613	197	947.5	4	73	73
2	#E68613	198	947.5	4	73	73
2	#E68613	202	943.5	4	73	73
2	#E68613	203	943.5	4	73	73
2	#E68613	204	944.5	4	73	73
2	#E68613	205.5	943	4	73	73
2	#E68613	204.5	942	4	73	73
2	#E68613	206	940.5	4	73	73
2	#E68613	207	940.5	4	73	73
2	#E68613	207.5	940	4	73	73
2	#E68613	206.5	939	4	73	73
2	#E68613	206.5	934	4	73	73
2	#E68613	205	932.5	4	73	73
2	#E68613	203	934.5	4	73	73
2	#E68613	202	934.5	4	73	73
2	#E68613	201.5	934	4	73	73
2	#E68613	201.5	933	4	73	73
2	#E68613	202.5	932	4	73	73
2	#E68613	202.5	931	4	73	73
2	#E68613	202	930.5	4	73	73
2	#E68613	200	932.5	4	73	73
2	#E68613	199	932.5	4	73	73
2	#E68613	198	931.5	4	73	73
2	#E68613	197	931.5	4	73	73
2	#E68613	195.5	933	4	73	73
2	#E68613	195.5	934	4	73	73
2	#E68613	196.5	935	4	73	73
2	#E68613	196	935.5	4	73	73
2	#E68613	195	935.5	4	73	73
2	#E68613	192	938.5	4	73	73
2	#E68613	190	938.5	4	73	73
2	#E68613	189.5	939	4	73	73
2	#E68613	189.5	940	4	73	73
2	#E68613	190	940.5	4	73	73
2	#E68613	191	939.5	4	73	73
2	#E68613	191.5	940	4	73	73
2	#E68613	191.5	941	4	73	73
2	#E68613	191	941.5	4	73	73
2	#E68613	189	941.5	4	73	73
2	#E68613	188	942.5	4	73	73
2	#E68613	187.5	942	4	73	73
2	#E68613	187.5	941	4	73	73
2	#E68613	187	940.5	4	73	73
2	#E68613	186	940.5	4	73	73
2	#E68613	185.5	941	4	73	73
2	#E68613	186.5	942	4	73	73
2	#E68613	186	942.5	4	73	73
2	#E68613	185	942.5	4	73	73
2	#E68613	184.5	943	4	73	73
2	#E68613	185	943.5	4	73	73
2	#E68613	188	943.5	4	73	73
2	#E68613	188.5	944	4	73	73
2	#E68613	188.5	945	4	73	73
2	#E68613	188	945.5	4	73	73
2	#E68613	187	944.5	4	73	73
2	#E68613	186	944.5	4	73	73
2	#E68613	184	946.5	4	73	73
2	#E68613	187	983.5	5	73	73
2	#E68613	186.5	984	5	73	73
2	#E68613	188	985.5	5	73	73
2	#E68613	189	985.5	5	73	73
2	#E68613	189.5	985	5	73	73
2	#E68613	188	983.5	5	73	73
2	#E68613	187	983.5	5	73	73
2	#E68613	199	970.5	6	73	73
2	#E68613	198.5	971	6	73	73
2	#E68613	199	971.5	6	73	73
2	#E68613	200	971.5	6	73	73
2	#E68613	200.5	972	6	73	73
2	#E68613	200.5	974	6	73	73
2	#E68613	203	976.5	6	73	73
2	#E68613	204.5	975	6	73	73
2	#E68613	204.5	974	6	73	73
2	#E68613	203.5	973	6	73	73
2	#E68613	204	972.5	6	73	73
2	#E68613	205	972.5	6	73	73
2	#E68613	205.5	973	6	73	73
2	#E68613	205.5	974	6	73	73
2	#E68613	206	974.5	6	73	73
2	#E68613	206.5	974	6	73	73
2	#E68613	206.5	973	6	73	73
2	#E68613	207	972.5	6	73	73
2	#E68613	208	972.5	6	73	73
2	#E68613	208.5	972	6	73	73
2	#E68613	208.5	971	6	73	73
2	#E68613	209	970.5	6	73	73
2	#E68613	211	972.5	6	73	73
2	#E68613	212	972.5	6	73	73
2	#E68613	212.5	972	6	73	73
2	#E68613	212.5	971	6	73	73
2	#E68613	213	970.5	6	73	73
2	#E68613	213.5	971	6	73	73
2	#E68613	213.5	974	6	73	73
2	#E68613	214	974.5	6	73	73
2	#E68613	214.5	974	6	73	73
2	#E68613	214.5	973	6	73	73
2	#E68613	215	972.5	6	73	73
2	#E68613	216	973.5	6	73	73
2	#E68613	217	973.5	6	73	73
2	#E68613	217.5	973	6	73	73
2	#E68613	216	971.5	6	73	73
2	#E68613	215	971.5	6	73	73
2	#E68613	214.5	971	6	73	73
2	#E68613	214.5	970	6	73	73
2	#E68613	213.5	969	6	73	73
2	#E68613	213.5	967	6	73	73
2	#E68613	214	966.5	6	73	73
2	#E68613	215.5	968	6	73	73
2	#E68613	215.5	970	6	73	73
2	#E68613	216	970.5	6	73	73
2	#E68613	216.5	970	6	73	73
2	#E68613	216.5	966	6	73	73
2	#E68613	216	965.5	6	73	73
2	#E68613	214	965.5	6	73	73
2	#E68613	213	964.5	6	73	73
2	#E68613	212.5	965	6	73	73
2	#E68613	212.5	966	6	73	73
2	#E68613	212	966.5	6	73	73
2	#E68613	211	966.5	6	73	73
2	#E68613	210.5	966	6	73	73
2	#E68613	210.5	965	6	73	73
2	#E68613	209	963.5	6	73	73
2	#E68613	208	964.5	6	73	73
2	#E68613	207	964.5	6	73	73
2	#E68613	205.5	966	6	73	73
2	#E68613	205.5	967	6	73	73
2	#E68613	204.5	968	6	73	73
2	#E68613	204.5	969	6	73	73
2	#E68613	203.5	970	6	73	73
2	#E68613	203.5	971	6	73	73
2	#E68613	202.5	972	6	73	73
2	#E68613	202.5	973	6	73	73
2	#E68613	202	973.5	6	73	73
2	#E68613	201.5	973	6	73	73
2	#E68613	201.5	970	6	73	73
2	#E68613	201	969.5	6	73	73
2	#E68613	200	969.5	6	73	73
2	#E68613	199	970.5	6	73	73
2	#E68613	204	999.5	7	73	73
2	#E68613	203.5	1000	7	73	73
2	#E68613	204	1000.5	7	73	73
2	#E68613	209	1000.5	7	73	73
2	#E68613	209.5	1000	7	73	73
2	#E68613	207	997.5	7	73	73
2	#E68613	206.5	998	7	73	73
2	#E68613	206.5	999	7	73	73
2	#E68613	206	999.5	7	73	73
2	#E68613	205	998.5	7	73	73
2	#E68613	204	999.5	7	73	73
2	#E68613	207	942.5	8	73	73
2	#E68613	206.5	943	8	73	73
2	#E68613	208	944.5	8	73	73
2	#E68613	209.5	943	8	73	73
2	#E68613	209.5	942	8	73	73
2	#E68613	210	941.5	8	73	73
2	#E68613	210.5	942	8	73	73
2	#E68613	210.5	944	8	73	73
2	#E68613	211	944.5	8	73	73
2	#E68613	212	944.5	8	73	73
2	#E68613	212.5	944	8	73	73
2	#E68613	212.5	943	8	73	73
2	#E68613	213	942.5	8	73	73
2	#E68613	213.5	943	8	73	73
2	#E68613	213.5	944	8	73	73
2	#E68613	214	944.5	8	73	73
2	#E68613	215	944.5	8	73	73
2	#E68613	215.5	944	8	73	73
2	#E68613	215.5	942	8	73	73
2	#E68613	216	941.5	8	73	73
2	#E68613	217	941.5	8	73	73
2	#E68613	218.5	943	8	73	73
2	#E68613	218.5	945	8	73	73
2	#E68613	217.5	946	8	73	73
2	#E68613	218.5	947	8	73	73
2	#E68613	217	948.5	8	73	73
2	#E68613	216.5	948	8	73	73
2	#E68613	216.5	947	8	73	73
2	#E68613	216	946.5	8	73	73
2	#E68613	215	946.5	8	73	73
